p_mean,p_std,p_min,p_max,p_drop_pct,p_slope,p_rolling_std_5,p_jitter,q_mean,q_std,q_surge_pct,q_slope,pq_corr,t_mean,t_max,zero_count,sensor_id,pipe_diameter_mm,pipe_age_years,pipe_material,hour_of_day,leak
34.79,4.6384,28.94,45.58,22.85,-1.3157,2.2203,5.0376,43.65,3.1006,-21.15,-1.0273,0.7175,35.4,35.7,0,sensor_003,250,20,PVC,7,0
35.45,2.802,31.32,39.42,14.78,-0.8818,1.5423,1.373,44.39,1.9674,-10.86,-0.6283,0.817,33.5,34.3,0,sensor_011,250,24,PVC,10,0
31.36,2.1268,26.94,35.28,-30.96,0.695,1.3003,1.141,14.86,0.403,1.48,0.0839,0.485,44.7,45.1,0,sensor_016,100,13,Cast Iron,15,0
29.95,0.7413,28.58,30.98,1.08,0.0772,0.3718,1.1522,53.99,1.4234,0.29,-0.0392,0.1554,41.0,41.4,0,sensor_003,400,29,Steel,5,0
38.43,3.8932,32.3,44.17,-36.73,1.3276,2.349,1.6014,18.53,1.1172,22.09,0.3709,0.9353,40.2,40.7,0,sensor_010,100,12,Cast Iron,20,0
41.71,2.3789,39.28,47.87,-21.85,0.4014,3.1006,2.2463,28.88,0.5202,1.16,-0.0104,-0.1831,48.7,49.0,0,sensor_003,150,9,PVC,18,0
39.99,1.8965,35.3,42.56,4.43,-0.2431,2.4162,3.07,56.5,1.6041,-1.54,-0.1262,0.4861,32.5,33.0,0,sensor_017,300,16,HDPE,10,0
35.67,1.6927,32.35,38.02,7.71,-0.402,1.3461,2.153,44.46,1.2833,-3.52,-0.2825,0.6857,53.6,54.1,0,sensor_014,250,7,PVC,7,0
33.47,0.9082,32.11,34.73,-8.16,0.2938,0.538,0.6729,41.11,0.809,0.11,0.1697,0.7125,39.6,40.0,0,sensor_008,250,9,PVC,22,0
35.5,1.4283,33.02,37.92,8.58,-0.4352,0.9718,1.241,62.54,2.1149,-3.11,-0.3957,0.5118,27.9,28.6,0,sensor_015,400,18,Steel,22,0
42.84,0.5954,41.96,43.73,-3.32,-0.016,0.5776,0.8321,54.66,1.2938,-6.85,-0.1806,-0.2588,30.1,30.5,0,sensor_016,250,24,PVC,17,0
38.13,1.7752,35.72,41.0,-11.28,0.5955,0.9223,0.6612,52.81,1.7127,8.13,0.5625,0.9643,28.8,29.3,0,sensor_016,300,6,HDPE,12,0
23.06,1.3427,21.21,25.67,4.57,-0.0913,1.3788,2.3508,20.7,0.4785,-4.5,0.0113,0.0597,25.5,25.9,0,sensor_013,200,14,HDPE,0,1
36.3,2.4809,31.69,40.03,9.13,-0.2395,2.667,3.1726,47.84,1.8114,-5.33,-0.1856,-0.5113,36.9,37.3,0,sensor_002,250,22,PVC,15,0
37.52,7.3888,25.77,49.68,40.98,-2.4472,4.6027,3.4147,75.6,9.4443,-31.26,-3.0627,0.9769,47.0,47.5,0,sensor_002,400,19,Steel,8,0
23.87,3.3636,17.22,28.36,24.79,-0.6245,3.755,4.4421,13.98,0.5459,2.36,0.098,-0.5041,41.8,42.2,0,sensor_016,100,1,Cast Iron,14,1
22.94,10.0529,10.21,40.23,72.5,-3.3695,3.2381,3.6903,47.14,6.2953,28.82,-0.4345,0.2132,44.4,45.0,0,sensor_004,200,24,HDPE,16,1
19.38,9.0939,5.53,32.9,83.19,-3.1526,4.5291,1.2981,18.22,1.6445,34.5,0.5335,-0.9354,50.1,50.3,0,sensor_004,100,27,Cast Iron,20,1
25.19,0.4394,24.44,25.85,1.86,-0.0466,0.5544,0.5444,43.91,0.9153,2.38,0.1746,-0.4532,25.3,26.1,0,sensor_017,400,7,Steel,4,1
18.03,2.2465,13.83,20.54,29.77,-0.6878,1.6962,1.1448,29.66,1.9196,3.83,-0.1534,0.5319,47.8,48.0,0,sensor_006,250,11,PVC,3,1
38.48,1.9498,34.75,41.63,12.43,-0.6126,1.288,1.5209,77.34,2.6234,7.54,0.5581,-0.6579,35.9,36.2,0,sensor_020,400,3,Steel,21,1
25.75,1.8614,23.1,28.3,15.35,-0.6048,1.197,0.9719,35.89,1.1157,9.25,0.1212,-0.1641,37.4,37.9,0,sensor_019,250,19,PVC,23,1
40.26,2.9811,35.29,45.16,21.84,-1.0136,1.8897,1.0764,50.71,2.8676,-10.92,-0.6941,0.6913,34.9,35.5,0,sensor_006,250,18,PVC,20,0
36.96,2.1635,34.93,42.96,-4.91,0.0981,2.8014,3.4334,32.92,0.9,-4.6,0.0516,0.2658,37.3,37.6,0,sensor_017,200,23,HDPE,7,0
45.33,3.685,38.6,50.55,16.25,-0.8782,2.1761,3.949,61.55,1.6938,-1.72,0.0917,-0.2508,41.3,41.7,0,sensor_015,250,13,PVC,19,1
38.58,4.8876,31.36,49.45,24.31,-1.4765,2.5497,3.8904,49.39,4.5756,-25.57,-1.5271,0.7831,47.6,48.0,0,sensor_002,250,29,PVC,20,0
22.49,1.124,20.74,24.22,-10.58,0.3668,0.6403,0.5728,31.77,1.0173,6.34,0.2701,0.729,37.8,38.2,0,sensor_011,300,3,HDPE,3,0
18.26,2.9357,14.89,25.14,23.89,-0.7401,0.8528,3.0851,9.77,0.3145,8.67,0.0556,-0.5994,35.6,36.1,0,sensor_010,100,3,Cast Iron,5,1
18.17,1.697,16.39,22.8,10.33,0.0444,2.3411,2.945,16.68,0.9187,-7.07,-0.1783,-0.3331,43.2,43.5,0,sensor_018,200,12,HDPE,2,0
38.11,3.2184,32.85,42.79,21.98,-0.997,2.0844,2.8495,31.1,1.0215,2.98,0.2125,-0.4736,26.2,26.7,0,sensor_002,150,25,PVC,19,1
46.52,4.0774,38.97,51.97,-27.05,1.2003,2.3253,4.0305,63.74,4.5366,24.58,1.4752,0.7384,42.4,42.7,0,sensor_007,300,29,HDPE,15,0
36.85,1.522,34.3,38.9,-9.89,0.4036,0.9861,1.9098,34.09,1.1478,6.93,0.3079,0.7195,53.7,54.0,0,sensor_011,200,25,HDPE,21,0
40.89,2.0178,36.11,43.74,4.45,0.1053,1.5085,3.222,38.67,0.9608,0.19,-0.0818,-0.0505,51.6,52.1,0,sensor_009,200,25,HDPE,8,1
39.04,1.5662,35.29,40.95,2.37,-0.1184,2.0001,2.9532,36.94,0.725,-1.05,-0.0069,0.3303,50.8,51.2,0,sensor_020,200,2,HDPE,9,0
34.84,1.6427,30.77,37.04,13.86,-0.415,1.6705,1.7475,67.04,1.6408,3.0,0.1119,-0.0959,26.2,26.6,0,sensor_012,400,6,Steel,6,1
27.04,9.2439,13.81,41.6,66.79,-3.1961,3.8673,1.5065,45.87,6.669,57.39,0.3481,-0.1392,40.2,40.4,0,sensor_011,150,27,PVC,18,1
25.63,4.2167,15.14,30.6,-102.07,1.3161,1.2724,2.0928,44.87,2.6356,20.43,0.8571,0.9068,35.7,36.0,0,sensor_009,400,2,Steel,2,0
49.11,3.0885,45.83,54.43,-18.75,0.968,3.0159,1.5895,69.3,2.8851,7.53,0.7817,0.625,54.0,54.5,0,sensor_020,300,4,HDPE,20,0
24.23,4.4623,16.97,30.25,43.92,-1.5391,2.407,0.8841,48.07,6.3283,-34.96,-2.1181,0.9473,31.4,31.8,0,sensor_009,400,20,Steel,23,0
43.03,3.5172,36.59,49.08,7.89,-0.5699,2.1932,5.5607,56.45,1.9738,-8.43,-0.1834,-0.1853,47.4,47.7,0,sensor_013,250,6,PVC,17,1
20.44,2.2516,18.72,26.39,1.26,0.0549,1.4655,3.73,25.0,0.751,-4.13,-0.0551,0.3045,44.2,44.5,0,sensor_008,250,27,PVC,2,1
50.18,2.4826,46.47,53.3,10.32,-0.8047,1.6474,1.1246,73.71,1.9015,3.11,0.0675,0.0214,25.7,26.1,0,sensor_012,300,14,HDPE,19,1
37.05,4.2675,31.87,44.3,23.35,-1.3638,1.5972,2.9507,37.12,1.1774,-1.24,0.1718,-0.5441,34.1,34.7,0,sensor_006,200,5,HDPE,9,1
35.95,3.545,31.59,44.44,15.17,-0.8193,2.3973,4.4602,64.73,2.9488,-10.67,-0.9361,0.7183,50.0,50.4,0,sensor_001,400,22,Steel,13,0
33.97,2.147,28.28,36.44,8.3,-0.1998,0.5226,3.2174,31.2,1.1423,-7.31,-0.3044,0.221,37.2,37.9,0,sensor_015,200,15,HDPE,10,0
31.28,2.0615,27.39,33.9,18.05,-0.6633,1.2185,1.0031,32.92,1.1255,1.8,0.0211,0.1815,51.2,51.5,0,sensor_016,200,24,HDPE,11,1
45.93,1.7661,42.67,48.95,12.82,-0.4981,0.9973,1.7033,68.31,2.7276,-12.07,-0.9038,0.85,29.2,29.6,0,sensor_020,300,22,HDPE,19,0
17.55,0.5895,16.6,18.56,3.73,-0.1085,0.5364,0.763,12.69,0.581,13.02,0.128,0.0516,49.6,49.9,0,sensor_004,150,16,PVC,2,1
38.74,1.1048,36.69,40.25,5.6,-0.1618,1.2473,1.717,35.61,1.1112,0.12,-0.1435,0.3786,34.2,34.5,0,sensor_005,200,26,HDPE,9,0
23.43,2.4873,19.68,26.32,-23.36,0.2062,2.6092,4.129,32.18,0.9669,-2.01,-0.0029,-0.355,42.1,42.7,0,sensor_004,300,16,HDPE,1,0
33.03,2.4527,28.45,37.0,-29.27,0.6562,2.3232,2.0714,16.62,0.5751,0.12,-0.0311,0.1257,33.6,34.1,0,sensor_007,100,6,Cast Iron,9,0
51.42,6.3173,43.51,65.11,-31.45,1.8771,5.5947,5.5286,44.64,3.1855,21.01,0.9812,0.6754,49.1,49.7,0,sensor_007,200,6,HDPE,18,0
14.35,1.239,12.26,16.11,12.83,-0.3776,0.5819,0.8236,14.71,0.2919,-2.89,0.0032,-0.2962,33.8,34.1,0,sensor_012,150,4,PVC,2,1
37.59,1.6201,33.91,39.86,-17.53,0.4151,0.755,1.7278,26.59,1.2896,9.16,0.2113,0.6796,40.0,40.4,0,sensor_007,150,5,PVC,9,0
17.52,1.8112,14.76,19.82,-3.03,0.107,1.9144,3.1375,12.48,0.9818,-4.61,-0.1656,-0.5674,51.5,51.8,0,sensor_008,150,27,PVC,2,0
44.01,2.8932,39.89,49.66,10.82,-0.5832,3.6292,3.3473,42.97,1.5119,0.74,0.096,0.1561,31.1,31.6,0,sensor_006,200,25,HDPE,19,1
26.43,0.9685,24.72,27.57,9.01,-0.3034,0.8003,0.7532,36.71,0.9155,5.05,0.171,-0.3352,36.8,37.2,0,sensor_012,250,29,PVC,23,1
14.97,4.0266,9.24,22.08,44.97,-0.7949,4.2099,4.8348,8.54,1.0075,-30.9,-0.3446,0.5878,44.1,44.5,0,sensor_018,100,22,Cast Iron,5,0
25.76,1.4717,24.41,28.14,12.54,-0.4532,0.1698,0.7074,41.21,1.2702,-1.42,-0.2055,0.2301,30.3,31.0,0,sensor_018,300,25,HDPE,5,1
43.33,2.7839,39.34,48.86,4.84,-0.1513,1.9289,4.5315,54.5,2.2495,-3.16,-0.3283,0.1707,38.2,39.0,0,sensor_005,250,24,PVC,20,0
52.87,2.5636,47.94,56.08,-11.44,0.5675,1.5486,2.982,74.41,2.2245,-2.32,0.1174,0.0243,47.8,48.2,0,sensor_007,300,14,HDPE,19,0
35.69,2.6985,31.36,39.69,-26.57,0.9095,1.3804,1.0234,43.39,2.477,15.81,0.7808,0.9272,48.3,48.7,0,sensor_008,250,10,PVC,22,0
39.38,1.9152,36.02,42.22,6.45,-0.5391,1.3222,1.8692,56.25,1.5317,-0.1,-0.0076,0.0733,54.0,54.4,0,sensor_013,300,9,HDPE,21,1
19.39,2.343,16.0,23.6,21.83,-0.7201,1.0326,1.4531,29.34,1.1154,3.8,-0.0891,0.3297,47.3,47.5,0,sensor_005,250,5,PVC,1,1
44.95,3.9666,39.27,54.42,12.46,-0.9172,2.8474,4.4428,43.36,1.8249,0.23,-0.1846,0.5917,50.4,51.1,0,sensor_007,200,27,HDPE,19,1
19.46,1.5899,15.32,21.16,-0.11,0.0308,0.9415,2.6395,19.21,0.4089,0.27,-0.041,-0.2329,42.0,42.6,0,sensor_020,200,16,HDPE,1,0
27.49,2.4239,25.8,34.5,3.51,-0.0946,3.3283,3.9839,49.77,1.1374,-3.51,0.036,0.2005,28.7,29.3,0,sensor_011,400,9,Steel,0,1
28.6,0.978,27.37,30.37,8.08,-0.2456,0.3113,1.2512,20.47,0.8699,-12.06,-0.2124,0.4546,40.3,40.8,0,sensor_009,150,8,PVC,13,0
27.74,1.2946,24.85,29.68,4.72,-0.0622,1.477,1.8244,14.08,0.4806,4.41,-0.0059,-0.0281,48.3,49.1,0,sensor_005,100,26,Cast Iron,7,0
50.38,2.3249,46.61,54.64,7.2,-0.6464,1.2613,2.227,92.99,3.3046,10.84,0.7287,-0.432,33.1,33.7,0,sensor_004,400,9,Steel,18,0
40.13,3.2128,33.76,44.83,-32.76,1.0395,1.1927,1.6149,56.0,3.8359,27.52,1.2978,0.9065,32.3,32.8,0,sensor_020,300,27,HDPE,13,0
48.8,2.0737,45.0,51.31,-14.02,0.509,1.1087,2.4864,59.54,2.004,3.72,0.4739,0.5199,52.9,53.4,0,sensor_001,250,28,PVC,18,0
38.09,1.2512,35.04,39.08,-0.66,-0.1586,1.4029,1.5768,68.33,1.2148,-3.82,-0.2326,0.4462,40.7,41.3,0,sensor_001,400,22,Steel,12,1
40.66,2.4985,35.56,44.17,8.56,-0.5466,2.7228,3.6274,85.84,6.6578,19.12,0.6388,-0.1347,33.6,33.8,0,sensor_009,400,11,Steel,10,1
26.05,3.792,20.23,32.42,31.94,-1.2788,2.0925,1.4458,25.24,2.5362,-25.21,-0.8666,0.9753,36.8,37.2,0,sensor_009,200,18,HDPE,12,0
41.6,1.2316,39.33,43.31,8.05,-0.3145,1.3621,1.1185,74.67,2.0434,-9.04,-0.5581,0.7977,52.6,53.2,0,sensor_012,400,26,Steel,10,0
33.83,1.6791,30.84,35.99,-14.29,0.334,1.0945,1.5394,17.22,0.4255,-4.01,-0.0186,-0.7619,54.1,54.6,0,sensor_007,100,23,Cast Iron,17,0
50.96,6.5609,41.94,61.72,-47.14,2.2733,3.5033,0.8776,34.4,2.993,31.74,1.0364,0.9895,43.6,44.1,0,sensor_008,150,8,PVC,19,0
27.41,3.0884,22.0,30.69,28.32,-1.0066,1.9087,1.1495,31.63,1.5736,12.57,0.3942,-0.4632,44.4,44.7,0,sensor_012,200,11,HDPE,6,1
25.66,2.2288,21.03,28.21,-9.76,-0.1451,1.6619,2.7132,13.28,0.7151,-7.93,-0.2148,0.3385,26.0,26.3,0,sensor_017,100,12,Cast Iron,15,0
41.08,1.9396,37.83,44.22,-16.91,0.6507,0.7909,0.7762,37.19,1.3237,10.58,0.4292,0.8558,46.0,46.2,0,sensor_019,200,12,HDPE,16,0
37.59,9.2962,24.24,52.73,54.02,-3.2116,4.1003,1.9727,71.93,9.5913,-34.7,-3.2835,0.974,30.3,30.9,0,sensor_012,400,1,Steel,20,0
43.61,4.1895,36.8,49.25,20.82,-1.3288,1.9584,3.2681,88.8,2.1612,-5.99,0.0743,-0.2257,35.5,36.1,0,sensor_018,400,4,Steel,8,1
23.57,1.6813,21.07,26.79,-23.34,0.5492,1.2566,0.9376,21.05,1.2715,15.62,0.4117,0.9316,43.0,43.4,0,sensor_011,200,13,HDPE,1,0
22.01,2.2764,19.26,25.65,-28.21,0.7425,1.7829,0.9961,15.07,1.0994,33.85,0.3261,0.757,27.2,27.8,0,sensor_014,150,17,PVC,4,0
47.76,3.5989,42.92,54.8,17.34,-1.113,2.5327,2.6554,86.82,5.1243,20.83,0.8675,-0.4354,48.6,49.1,0,sensor_007,300,2,HDPE,19,1
43.37,3.3166,38.31,48.14,11.74,-1.0247,1.426,2.1937,65.36,3.3179,-14.62,-1.0359,0.7865,38.6,39.2,0,sensor_011,300,26,HDPE,18,0
16.8,5.8822,7.97,25.81,67.65,-2.0123,2.1029,1.5921,14.23,0.6361,5.04,-0.0336,0.2122,54.6,55.0,0,sensor_001,100,20,Cast Iron,12,1
35.86,1.7194,32.44,38.35,7.6,-0.4789,1.1925,1.8413,48.38,1.4623,7.29,0.3406,-0.3702,37.6,37.9,0,sensor_003,250,29,PVC,7,1
51.18,4.3606,44.09,56.88,-29.01,1.4869,1.3323,1.262,68.62,4.0483,17.28,1.2686,0.8955,36.9,37.5,0,sensor_009,300,23,HDPE,9,0
26.76,2.3967,22.79,30.08,-31.94,0.8016,0.5869,0.9986,31.19,2.7321,19.59,0.8797,0.8935,47.8,48.4,0,sensor_010,250,17,PVC,4,0
29.76,3.3535,22.32,34.26,20.2,-1.0403,2.6211,2.639,39.22,2.0526,-13.97,-0.6742,0.8326,37.5,37.8,0,sensor_011,250,3,PVC,13,0
16.55,2.2223,13.66,19.6,30.06,-0.6689,0.9715,2.0281,19.2,1.0786,16.47,0.2263,-0.5098,27.4,27.8,0,sensor_001,200,17,HDPE,3,1
43.79,3.6013,38.9,50.78,19.06,-1.1115,1.9549,2.9151,79.34,5.4125,-15.23,-1.8009,0.9079,41.2,41.7,0,sensor_001,400,11,Steel,8,0
15.61,2.0031,12.36,18.68,33.8,-0.685,1.0093,0.6642,15.28,1.3093,-20.11,-0.424,0.8888,35.5,35.9,0,sensor_016,200,1,HDPE,2,0
50.52,5.9733,41.46,60.36,-45.6,1.987,3.384,2.6383,44.86,3.8669,28.27,1.2731,0.8831,48.6,49.2,0,sensor_012,200,17,HDPE,20,0
40.51,3.1721,35.39,45.34,21.95,-1.0984,1.4235,0.4734,50.41,2.5379,-17.47,-0.8106,0.8954,40.2,40.6,0,sensor_019,250,4,PVC,20,0
37.01,4.1431,30.07,44.4,28.59,-1.3537,2.8833,2.3144,47.93,4.3124,-10.68,-1.147,0.7803,48.9,49.6,0,sensor_013,250,21,PVC,9,0
45.5,1.861,41.46,48.38,-16.68,0.5703,1.1958,1.2727,78.12,1.9199,4.2,0.5337,0.5227,53.2,53.5,0,sensor_017,400,16,Steel,7,0
34.08,3.0159,28.98,39.23,26.13,-0.9424,1.7909,2.0524,68.56,1.3651,-5.44,-0.0657,0.2258,27.7,28.1,0,sensor_011,400,7,Steel,12,1
16.45,2.192,12.95,20.13,35.67,-0.7243,1.5274,1.1178,10.98,0.9636,19.25,0.2164,-0.6629,47.6,48.1,0,sensor_014,100,9,Cast Iron,0,1
45.54,2.0558,41.47,49.7,-12.16,0.5826,1.4991,1.9631,79.76,2.9754,10.99,0.9532,0.7345,44.0,44.4,0,sensor_017,400,27,Steel,15,0
23.96,1.5725,19.67,25.25,5.31,-0.2222,1.8955,2.4705,43.68,1.151,-2.12,-0.1141,0.1187,51.0,51.4,0,sensor_003,400,2,Steel,4,0
19.05,3.7052,12.17,24.16,33.01,-0.8976,1.0371,3.4337,10.81,0.9516,-22.11,-0.2943,0.7411,41.1,41.3,0,sensor_008,100,27,Cast Iron,22,0
22.78,2.5847,18.08,27.26,25.24,-0.7886,1.9097,2.1819,22.17,3.3623,47.51,0.0871,-0.0556,28.3,28.7,0,sensor_005,100,13,Cast Iron,21,1
38.23,1.9888,35.21,41.37,-8.15,0.429,2.0298,2.5509,18.57,0.7383,9.44,0.2176,0.3397,52.0,52.7,0,sensor_005,100,19,Cast Iron,18,0
40.22,6.1671,31.01,47.61,34.16,-2.0826,3.3307,1.7244,101.73,15.6344,27.0,3.0849,-0.4039,43.8,44.5,0,sensor_015,400,17,Steel,16,1
41.87,1.8849,37.82,44.94,2.61,0.0406,1.4966,3.2936,30.73,0.748,-0.58,0.0032,-0.3672,50.8,51.1,0,sensor_011,150,22,PVC,19,0
40.35,3.4035,34.7,46.42,17.77,-1.0546,2.1174,1.9553,85.98,5.4275,7.52,1.3104,-0.6608,41.0,41.2,0,sensor_009,400,8,Steel,10,1
21.57,3.5266,16.97,25.99,34.7,-1.0324,1.5203,3.046,13.07,0.665,10.25,0.1101,-0.3127,37.9,38.5,0,sensor_009,100,28,Cast Iron,12,1
34.12,1.9439,30.89,36.69,15.83,-0.5049,1.5439,1.967,49.26,2.1502,2.45,-0.3258,0.0066,42.1,42.3,0,sensor_007,300,16,HDPE,13,0
27.93,2.6511,23.03,32.49,-13.52,0.7121,2.0573,2.3698,24.38,1.6869,23.02,0.5575,0.7432,37.2,37.6,0,sensor_012,200,28,HDPE,0,0
21.93,0.7389,20.74,23.18,4.12,-0.0227,0.6508,1.0587,27.41,0.7652,-2.04,-0.0021,0.5189,32.7,33.2,0,sensor_017,250,23,PVC,4,0
30.11,4.5485,23.06,37.11,34.63,-1.5117,2.6002,2.3079,35.49,2.1692,21.98,0.5818,-0.6315,27.1,27.9,0,sensor_013,200,3,HDPE,15,1
33.92,1.9947,30.52,37.32,13.26,-0.4871,1.5393,2.3324,68.24,2.7538,1.34,0.396,-0.4531,34.5,34.8,0,sensor_014,400,20,Steel,6,1
33.96,0.8903,32.36,35.34,5.29,-0.1243,1.1341,1.3665,31.56,0.745,-3.27,-0.1124,0.1924,34.7,35.2,0,sensor_015,200,16,HDPE,14,0
16.88,1.5498,14.62,19.27,-29.88,0.3875,1.6187,1.8718,8.47,0.637,27.23,0.1838,0.7956,26.4,26.8,0,sensor_013,100,26,Cast Iron,2,0
29.7,1.6882,26.81,31.7,12.5,-0.5256,0.8841,1.2884,41.62,0.9044,3.94,0.1286,-0.1434,52.5,52.9,0,sensor_008,250,20,PVC,22,1
21.54,2.2225,17.58,24.98,29.6,-0.7462,1.1843,0.9647,20.81,1.0477,-12.98,-0.3458,0.9053,35.4,35.7,0,sensor_018,200,11,HDPE,5,0
40.35,1.0105,39.16,42.48,6.51,-0.3011,0.278,0.7437,39.73,1.1453,8.54,0.208,-0.5165,26.1,26.7,0,sensor_016,200,9,HDPE,20,1
30.17,0.9319,28.68,31.59,-4.61,0.1994,0.5352,0.9213,14.69,0.4935,8.72,0.1077,0.1343,42.0,42.7,0,sensor_012,100,12,Cast Iron,15,0
34.37,3.4142,28.92,39.15,22.88,-1.1413,1.5992,1.416,25.47,2.0464,-22.26,-0.5457,0.7452,41.4,41.9,0,sensor_005,150,3,PVC,8,0
18.24,2.8096,13.8,22.62,39.0,-0.9645,1.5888,0.913,15.65,0.5177,2.82,0.0962,-0.5421,35.0,35.3,0,sensor_009,150,16,PVC,0,1
17.89,4.2464,9.27,26.37,42.73,-1.3111,2.8027,3.2524,21.98,0.7422,4.3,0.013,-0.2277,31.7,32.2,0,sensor_013,200,9,HDPE,4,1
33.85,4.9371,24.89,39.34,36.72,-1.6673,3.1671,1.1657,31.18,2.6502,13.34,0.5868,-0.4807,48.5,48.8,0,sensor_019,150,11,PVC,17,1
31.09,7.7053,20.13,45.59,55.85,-2.6549,3.456,1.2305,90.55,6.1201,-15.81,-1.752,0.8598,30.5,30.7,0,sensor_008,250,18,PVC,18,1
12.59,1.6455,9.99,15.09,33.81,-0.5592,0.8128,0.5084,7.62,0.1583,0.94,0.0143,-0.3731,31.0,31.5,0,sensor_013,100,18,Cast Iron,3,1
30.98,0.9595,30.03,33.34,8.57,-0.2365,0.2225,1.039,49.32,1.6138,-4.51,-0.2876,0.312,25.4,25.9,0,sensor_002,300,28,HDPE,6,1
19.69,0.9298,18.43,21.32,-5.66,-0.1406,0.5796,1.1121,14.57,0.3394,-2.76,-0.0533,0.3369,51.4,52.0,0,sensor_020,150,9,PVC,0,0
32.56,1.5165,29.61,34.03,12.31,-0.4442,1.6237,0.8884,44.1,1.3902,-5.45,-0.3559,0.5995,30.0,30.4,0,sensor_018,250,5,PVC,13,1
43.43,1.7697,40.09,45.49,6.67,-0.4265,1.7241,1.9713,67.92,2.3666,-5.08,-0.3337,0.0717,46.4,47.0,0,sensor_012,300,2,HDPE,17,1
35.12,1.7759,32.39,37.99,-3.43,-0.1287,1.4918,3.297,33.28,0.9747,8.44,0.0957,-0.0781,43.0,43.8,0,sensor_002,200,25,HDPE,15,0
26.27,0.5798,25.11,27.29,0.42,-0.086,0.5605,0.7477,47.46,1.0765,-5.81,-0.2761,0.2967,53.4,53.7,0,sensor_017,400,6,Steel,0,0
33.11,3.6608,26.53,37.53,29.31,-1.1134,3.2218,2.5535,24.55,1.7349,-13.86,-0.5047,0.6895,25.5,25.9,0,sensor_002,150,26,PVC,8,0
45.09,2.7459,41.51,49.39,15.96,-0.9213,1.243,1.1744,82.68,3.3276,-9.18,-0.9833,0.8742,50.8,51.2,0,sensor_006,400,19,Steel,8,0
11.84,4.6525,4.78,19.33,61.08,-1.3283,1.2399,3.6608,28.11,3.3231,-10.73,-0.7755,0.4498,38.3,38.9,0,sensor_013,200,29,HDPE,3,1
22.56,1.8909,19.93,27.05,17.92,-0.4614,0.8815,2.2746,16.11,0.8046,-13.28,-0.2455,0.5417,25.3,25.7,0,sensor_009,150,25,PVC,23,0
33.3,0.9714,32.13,35.65,4.6,-0.1164,0.5993,1.5383,31.47,0.7493,0.84,0.095,0.0818,24.8,25.3,0,sensor_009,200,15,HDPE,11,1
28.4,1.8117,25.42,31.17,16.82,-0.5891,0.9541,1.073,14.15,0.8884,-13.9,-0.2646,0.6435,42.8,43.1,0,sensor_009,100,23,Cast Iron,9,0
23.51,2.3771,19.43,27.06,22.28,-0.7869,1.4884,1.1736,14.74,0.3027,0.46,0.0066,0.1303,43.2,43.5,0,sensor_020,100,14,Cast Iron,21,1
32.95,1.7169,30.32,35.34,6.7,-0.4804,0.8713,1.0527,43.91,1.5911,3.34,0.1588,-0.4211,50.6,51.0,0,sensor_010,250,18,PVC,13,1
17.95,2.4891,14.71,21.97,29.17,-0.8201,0.9308,1.1638,20.89,0.9701,12.4,0.1592,-0.5502,44.8,45.2,0,sensor_015,200,9,HDPE,4,1
24.81,1.6985,22.35,27.66,-21.07,0.5513,0.951,1.0241,35.33,1.6002,17.69,0.4841,0.7907,53.0,53.5,0,sensor_006,300,20,HDPE,4,0
39.02,1.5191,36.17,41.31,-0.22,-0.0793,1.9047,2.6911,58.34,1.6687,-7.67,-0.2729,0.2039,41.1,41.5,0,sensor_005,300,19,HDPE,15,1
25.96,1.0568,25.1,28.88,-2.28,0.14,1.2727,1.7485,44.86,1.3634,6.79,0.3223,0.1371,37.8,38.5,0,sensor_019,400,18,Steel,1,0
30.62,3.0858,26.54,36.48,12.25,-0.8851,0.9776,2.6153,22.42,1.6559,-14.36,-0.4831,0.8476,40.4,40.9,0,sensor_002,150,15,PVC,16,0
34.71,2.3463,31.1,38.09,-13.98,0.6833,1.1913,1.856,59.42,3.0054,14.35,0.8309,0.7281,40.1,40.7,0,sensor_014,400,11,Steel,23,0
39.86,1.3689,37.32,42.27,-11.69,0.1325,1.5791,2.1788,75.28,3.5005,-2.74,0.4797,-0.1655,44.7,45.4,0,sensor_005,400,3,Steel,11,1
50.11,2.5677,46.02,54.71,-12.58,0.4303,2.4191,3.6358,62.93,2.5878,5.64,0.5806,-0.1895,53.7,54.3,0,sensor_013,250,4,PVC,19,0
34.7,2.1303,32.4,38.18,-17.0,0.4844,2.1307,3.0357,24.02,1.4385,21.5,0.4102,0.499,25.7,26.1,0,sensor_019,150,6,PVC,14,0
31.89,1.6841,28.84,34.07,-5.66,0.0219,2.0852,2.5772,16.99,0.8461,-3.83,-0.0756,-0.3033,49.5,50.0,0,sensor_013,100,29,Cast Iron,8,0
43.86,4.5333,36.43,50.45,-38.5,1.4804,2.4422,2.4674,74.98,5.7682,24.12,1.8054,0.8653,50.6,50.9,0,sensor_014,400,5,Steel,22,0
51.29,5.1886,43.7,59.72,-32.56,1.7527,3.2367,1.9836,60.96,3.2367,15.87,1.0799,0.9021,35.7,36.1,0,sensor_010,250,27,PVC,20,0
27.26,2.762,23.07,31.35,22.08,-0.9109,1.5289,1.4813,20.26,1.5065,-22.05,-0.4956,0.8631,30.5,31.3,0,sensor_002,150,7,PVC,14,0
30.09,3.2997,25.22,35.73,24.59,-1.0836,1.3887,1.5549,16.42,0.3634,2.89,0.0364,-0.1026,43.9,44.3,0,sensor_008,100,19,Cast Iron,8,1
